ResourceID,Camera FOV,Camera Far,Camera Near,Camera Type,Center Mode,Cloud Storage URL,Coordinates,Description,Documents,Drawings,Explicit Center X,Explicit Center Y,Explicit Center Z,Explicit Radius X,Explicit Radius Y,Explicit Radius Z,File,File Format Type,Keywords,Max Angle X,Max Angle Y,Max Dist,Max Pan X,Max Pan Y,Max Pan Z,Max Phi,Max Theta,Measurement Unit,Min Angle X,Min Angle Y,Min Dist,Min Pan X,Min Pan Y,Min Pan Z,Min Phi,Min Theta,Motifs,Panel Number,Photographs,Radius Mode,Scene Lighting,Site ID,Start Angle X,Start Angle Y,Start Distance,Start Pan X,Start Pan Y,Start Pan Z,Start Phi,Start Theta,Thumbnail Image,Title,Trackball Type
a0a0a0a0-0000-2300-0000-000000000000,,,,,,"{'url': 'https://lcai-assets.s3.amazonaws.com/models/Paiute-Rocks-P23.nxs', 'url_label': ''}",GEOMETRYCOLLECTION (POINT (-115.37351075 37.6064148)),"23A This solid and stipple pecked panel faces northwest and is affected by exposure and graffiti (the scratched initials 'I M'). Its motifs include: dots; random pecking; a line; and a finely executed deer/elk figure.<br>23B This abraded, scratched and stippled pecked panel faces northwest and is affected by exposure. This panel is graffiti and is an asterisk joined to an 'E' shape.",,"[{""resourceId"": ""a0a0a0a0-0000-2300-0004-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""21b90c1d-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-2300-0005-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""21b90c1e-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,,,,,,NXS,,,,,,,,,,Centimeter,,,,,,,,,,,"[{""resourceId"": ""a0a0a0a0-0000-2300-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""21b90c16-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-2300-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""21b90c17-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-2300-0003-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""21b90c18-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-2300-0006-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""21b90c19-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,LN356,,,,,,,,,/files/uploadedfiles/Paiute-Rocks_Panel-23_Preview-Image.jpg,Petroglyph Rocks - Panel 23,
a0a0a0a0-0000-3100-0000-000000000000,,,,,,"{'url': 'https://lcai-assets.s3.amazonaws.com/models/Paiute-Rocks-P31.nxs', 'url_label': ''}",GEOMETRYCOLLECTION (POINT (-115.37356312 37.60639334)),"This large, complex solid pecked panel faces south and exhibits superimpositioning. It is affected by exposure, lichen growth and surface spalling. Motifs include: concentric circles; open circles, arcs; lines; a tailed open circle; a grid; wavy lines; complex curvilinear meanders; and an indistinct bighorn sheep figure.<br>Panel 31-1 This solid pecked panel faces southeast and is affected by exposure, lichen growth and surface spalling. There is a modern hearth below this panel. The only motif is a short, wide line.<br>Panel 31-2 This stipple pecked panel faces southeast and is affected by exposure and surface spalling. Its only motif is a bighorn sheep figure that has dots for feet.",,"[{""resourceId"": ""a0a0a0a0-0000-3100-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f8e2-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-3100-0005-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f8e3-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-3100-0006-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f8e4-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-3100-0008-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f8e5-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,,,,,,NXS,,,,,,,,,,Centimeter,,,,,,,,,,,"[{""resourceId"": ""a0a0a0a0-0000-3100-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f8db-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-3100-0003-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f8dc-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-3100-0004-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f8dd-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-3100-0007-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f8de-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,LN356,,,,,,,,,/files/uploadedfiles/Paiute-Rocks_Panel-31_Preview-Image.jpg,Petroglyph Rocks - Panel 31,
a0a0a0a0-0000-4349-0000-000000000000,,,,,,"{'url': 'https://lcai-assets.s3.amazonaws.com/models/Paiute-Rocks-P43-49.nxs', 'url_label': ''}",GEOMETRYCOLLECTION (POINT (-115.37349076 37.60625117)),"This large, complex solid pecked panel faces south and is affected by surface spalling. Among its numerous motifs are: rakes; a cross; grids; rectilinear meanders; and a wavy line. Part of the panel seems to have been destroyed by surface spalling.<br>NOTE: This is only the description for 43, though the descriptions up to 49 should be included too.",,"[{""resourceId"": ""a0a0a0a0-0000-4300-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f8fd-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-4900-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f8fe-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,,,,,,NXS,,,,,,,,,,Centimeter,,,,,,,,,,,"[{""resourceId"": ""a0a0a0a0-0000-4300-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f8f7-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-4300-0003-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f8f8-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-4900-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f8f9-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,LN356,,,,,,,,,/files/uploadedfiles/Paiute-Rocks_Panel-43-49_Preview-Image.jpg,Petroglyph Rocks - Panels 43-49,
b0b0b0b0-0000-0102-0000-000000000000,,,,,,"{'url': 'https://lcai-assets.s3.amazonaws.com/models/LN4232-F1-P2.nxs', 'url_label': ''}",GEOMETRYCOLLECTION (POINT (-115.2837483 37.35971382)),"The panel comprises 53 imagesrepresenting 5 motifs: 4 Anthropomorphic (2 Pahranagat Pattern Body, 1 Linear Figure, 1 Line of Humans); 21 Zoomorphic (Big Horn, Cervid, and Partial); 1 Tracks (Bird Track); 3 Other (Circular Random and Random Pecking); and 24 Geometric (Simple Geometric, Dot Pattern, Grid, Dot and Line Pattern, Sinuous Line, Arc, Concentric Circle, Rake, and Oval).",,,,,,,,,,NXS,,,,,,,,,,Centimeter,,,,,,,,,,,"[{""resourceId"": ""b0b0b0b0-0000-0102-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c8465-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0102-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c8466-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0102-0003-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c8467-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,LN4232,,,,,,,,,/files/uploadedfiles/Red-Pigment_Feature1_Panel2_preview.jpg,LN4232 Feature 1 -  Panel 2,
a0a0a0a0-0000-5051-0000-000000000000,,,,,,"{'url': 'https://lcai-assets.s3.amazonaws.com/models/Paiute-Rocks-P50-51.nxs', 'url_label': ''}",GEOMETRYCOLLECTION (POINT (-115.37342513 37.60624577)),"50 This solid pecked panel faces southwest and is affected by surface spalling. The numerous motifs in this panel include: nested arcs; joined circles; rakes; wavy lines; and a large, complex curvilinear meander.<br>51A This complex solid pecked panel faces southwest and is affected surface spalling. The edge of a natural hollow is outlined by one design (incorporation of a natural feature). The motifs in this panel include: complex curvilinear meanders; nested curving lines; a cross; undulating lines; and open circular/ovoid forms.<br>51B This stipple pecked panel faces south and is affected by exposure. Its motifs are difficult to discern but seem to include an open oval/circle and a curvilinear meander.",,"[{""resourceId"": ""a0a0a0a0-0000-5100-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f915-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-5100-0004-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f916-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,,,,,,NXS,,,,,,,,,,Centimeter,,,,,,,,,,,"[{""resourceId"": ""a0a0a0a0-0000-5100-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f910-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-5100-0003-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f911-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,LN356,,,,,,,,,/files/uploadedfiles/Paiute-Rocks_Panel-50-51_Preview-Image.jpg,Petroglyph Rocks - Panel 50 51,
a0a0a0a0-0000-5859-0000-000000000000,,,,,,"{'url': 'https://lcai-assets.s3.amazonaws.com/models/Paiute-Rocks-P58-59.nxs', 'url_label': ''}",GEOMETRYCOLLECTION (POINT (-115.37332608 37.60618285)),"58A This stipple pecked panel faces southeast and incorporates a natural feature. This panel is superimposed and is affected by exposure, surface spalling and graffiti. The graffiti takes the form of the date '1949' and a person’s head in profile. The prehistoric motifs include: an open circle; three anthropomorphic figures; a possible bighorn sheep figure; two open circles joined by a short horizontal line; and a curvilinear meander. The possible bighorn sheep figure incorporates a natural hole in its design.<br> 58B This solid pecked panel faces southeast and is affected by exposure and surface spalling. Its only motif is a pair of vertical lines that disappear into an area of spalling.<br>59A This stipple pecked panel faces east and is affected by exposure. Its motifs include an arc, an undulating line with two short vertical lines, and a fork-like figure.<br>59B This stipple pecked panel faces east and is affected by exposure. Its only motifs are areas of indistinct pecking.",,"[{""resourceId"": ""a0a0a0a0-0000-5800-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f92d-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-5800-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f92e-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-5900-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f92f-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,,,,,,NXS,,,,,,,,,,Centimeter,,,,,,,,,,,"[{""resourceId"": ""a0a0a0a0-0000-5800-0003-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f928-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a0a0a0a0-0000-5900-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e9f929-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,LN356,,,,,,,,,/files/uploadedfiles/Paiute-Rocks_Panel-58-59_Preview-Image.jpg,Petroglyph Rocks - Panel 58 59,
b0b0b0b0-0000-01a1-0000-000000000000,,,,,,"{'url': 'https://lcai-assets.s3.amazonaws.com/models/LN4232-F1-P1-Bottom.nxs', 'url_label': ''}",GEOMETRYCOLLECTION (POINT (-115.28371069 37.35970102)),"(applies to entire F1 Panel 1) The panel comprises 31 images representing 5 motifs: 3 Anthropomorphic (Pahranagat Pattern Body); 13 Zoomorphic (Big Horn, Quadruped, and Partial); 2 Material Culture (Atlatl); 1 Other (random pecking); and 12 Geometric (Simple Geometric, Complex Geometric, Patterned Body, Rake Variation, Line, and Dot Pattern).",,,,,,,,,,NXS,,,,,,,,,,Centimeter,,,,,,,,,,,"[{""resourceId"": ""b0b0b0b0-0000-0101-0003-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c8479-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0101-0004-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c847a-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,LN4232,,,,,,,,,/files/uploadedfiles/Red-Pigment_Feature1_Panel1_bottom_preview.jpg,LN4232 Feature 1 - Panel 1 (Bottom),
b0b0b0b0-0000-01b1-0000-000000000000,,,,,,"{'url': 'https://lcai-assets.s3.amazonaws.com/models/LN4232-F1-P1-Top.nxs', 'url_label': ''}",GEOMETRYCOLLECTION (POINT (-115.28371069 37.35970102)),"(applies to entire F1 Panel 1) The panel comprises 31 images representing 5 motifs: 3 Anthropomorphic (Pahranagat Pattern Body); 13 Zoomorphic (Big Horn, Quadruped, and Partial); 2 Material Culture (Atlatl); 1 Other (random pecking); and 12 Geometric (Simple Geometric, Complex Geometric, Patterned Body, Rake Variation, Line, and Dot Pattern).",,,,,,,,,,NXS,,,,,,,,,,Centimeter,,,,,,,,,,,"[{""resourceId"": ""b0b0b0b0-0000-0101-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c848c-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0101-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c848d-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0101-0004-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c848e-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,LN4232,,,,,,,,,/files/uploadedfiles/Red-Pigment_Feature1_Panel1_top_preview.jpg,LN4232 Feature 1 - Panel 1 (Top),
b0b0b0b0-0000-0201-0000-000000000000,,,,,,"{'url': 'https://lcai-assets.s3.amazonaws.com/models/LN4061-F2-P1.nxs', 'url_label': ''}",GEOMETRYCOLLECTION (POINT (-115.28053701 37.36066058)),"This panel comprises 22 images representing 3 motifs: 2 Anthropomorphic (1 Linear Figure and 1 Pahranagat Solid Body); 7 Zoomorphic (Big Horn); and 13 Geometric (Complex Geometric, Simple Geometric, Angular Shape, Concentric Circle, Rake, Parallel Lines, Dot Pattern, and Curvilinear Design).",,"[{""resourceId"": ""b0b0b0b0-0000-0223-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c84a7-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,,,,,,NXS,,,,,,,,,,Centimeter,,,,,,,,,,,"[{""resourceId"": ""b0b0b0b0-0000-0201-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c84a0-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0201-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c84a1-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0201-0003-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c84a2-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0201-0004-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c84a3-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,LN4061,,,,,,,,,/files/uploadedfiles/Red-Pigment_Feature2_Panel1_preview.jpg,LN4061 Feature 2 - Panel 1,
b0b0b0b0-0000-0601-0000-000000000000,,,,,,"{'url': 'https://lcai-assets.s3.amazonaws.com/models/LN4061-F6-P1.nxs', 'url_label': ''}",GEOMETRYCOLLECTION (POINT (-115.28054367 37.36068992)),,,"[{""resourceId"": ""b0b0b0b0-0000-0624-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b2b-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0624-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b2c-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,,,,,,NXS,,,,,,,,,,Centimeter,,,,,,,,,,,"[{""resourceId"": ""b0b0b0b0-0000-0601-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b21-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0601-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b22-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0601-0003-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b23-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0601-0004-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b24-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0601-0005-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b25-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0601-0006-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b26-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0601-0007-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b27-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,LN4061,,,,,,,,,/files/uploadedfiles/Red-Pigment_Feature6_Panel1_preview.jpg,LN4061 Feature 6 -  Panel 1,
b0b0b0b0-0000-0202-0000-000000000000,,,,,,"{'url': 'https://lcai-assets.s3.amazonaws.com/models/LN4061-F2-P2.nxs', 'url_label': ''}",GEOMETRYCOLLECTION (POINT (-115.280561 37.36065539)),,,"[{""resourceId"": ""b0b0b0b0-0000-0223-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c84bf-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,,,,,,NXS,,,,,,,,,,Centimeter,,,,,,,,,,,"[{""resourceId"": ""b0b0b0b0-0000-0202-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c84b9-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0202-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c84ba-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0202-0003-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241c84bb-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,LN4061,,,,,,,,,/files/uploadedfiles/Red-Pigment_Feature2_Panel2_preview.jpg,LN4061 Feature 2 - Panel 2,
b0b0b0b0-0000-0203-0000-000000000000,,,,,,"{'url': 'https://lcai-assets.s3.amazonaws.com/models/LN4061-F2-P3.nxs', 'url_label': ''}",GEOMETRYCOLLECTION (POINT (-115.28054214 37.36064032)),,,"[{""resourceId"": ""b0b0b0b0-0000-0223-0003-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b0f-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,,,,,,NXS,,,,,,,,,,Centimeter,,,,,,,,,,,"[{""resourceId"": ""b0b0b0b0-0000-0203-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b08-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0203-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b09-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0203-0003-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b0a-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0203-0004-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b0b-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,LN4061,,,,,,,,,/files/uploadedfiles/Red-Pigment_Feature2_Panel3_preview.jpg,LN4061 Feature 2 - Panel 3,
b0b0b0b0-0000-0801-0000-000000000000,,,,,,"{'url': 'https://lcai-assets.s3.amazonaws.com/models/LN4061-F8-P1.nxs', 'url_label': ''}",GEOMETRYCOLLECTION (POINT (-115.2804375 37.36072985)),"This panel comprises 9 images representing 3 motifs: 1 Anthropomorphic (Other Anthropomorph); 2 Other (Unidentifiable and Solid Unidentifiable); and 6 Geometric (Complex Geometric, Parallel Lines, Zig-Zag, Simple Geometric, Meandering Line, and Concentric Circle).",,"[{""resourceId"": ""b0b0b0b0-0000-0825-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b45-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,,,,,,NXS,,,,,,,,,,Centimeter,,,,,,,,,,,"[{""resourceId"": ""b0b0b0b0-0000-0801-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b3e-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0801-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b3f-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0801-0003-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b40-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-0801-0004-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b41-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,LN4061,,,,,,,,,/files/uploadedfiles/Red-Pigment_Feature8_Panel1_preview.jpg,LN4061 Feature 8 - Panel 1,
b0b0b0b0-0000-1401-0000-000000000000,,,,,,"{'url': 'https://lcai-assets.s3.amazonaws.com/models/LN4061-F14-P1.nxs', 'url_label': ''}",GEOMETRYCOLLECTION (POINT (-115.28088039 37.36069372)),This panel comprises 7 images representing 2 motifs: 4 Zoomorphic (Big Horn) and 3 Geometric (Complex Geometric and Grid).,,"[{""resourceId"": ""b0b0b0b0-0000-1401-0008-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""26831076-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-1421-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""26831077-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,,,,,,NXS,,,,,,,,,,Centimeter,,,,,,,,,,,"[{""resourceId"": ""b0b0b0b0-0000-1401-0001-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b57-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-1401-0002-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b58-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-1401-0003-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b59-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-1401-0004-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""254d0b5a-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-1401-0005-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2683106e-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-1401-0006-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2683106f-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-1401-0007-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""26831070-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-1401-0009-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""26831071-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""b0b0b0b0-0000-1401-0010-000000000000"", ""ontologyProperty"": """", ""resourceXresourceId"": ""26831072-949c-11f0-bc3b-02553ffbe539"", ""inverseOntologyProperty"": """"}]",,,LN4061,,,,,,,,,/files/uploadedfiles/Red-Pigment_Feature14_Panel1_preview.jpg,LN4061 Feature 14 - Panel 1,
